gene_id,p22074-s001,p22074-s002,p22074-s003,p22074-s004,p22074-s005,p22074-s006,p22074-s007,p22074-s008,p22074-s009,p22074-s010,p22074-s011,p22074-s012
Sdhd,7560,8330,8074,7048,1030,6918,8299,8220,6824,9859,9267,6950
Timm8b,771,707,1030,991,112,1069,876,766,451,662,673,594
Nkapd1,416,509,449,606,74,454,467,591,415,570,480,384
Pih1d2,33,35,53,31,4,48,39,30,20,35,27,28
Dlat,2566,2714,2690,2465,337,2471,2755,2852,2038,2922,2857,2265
Dixdc1,281,399,300,225,23,196,288,355,314,376,424,274
X2310030G06Rik,688,772,730,774,156,840,854,995,856,903,991,643
Hspb2,1,0,1,0,0,0,1,0,0,2,1,0
Cryab,137,162,194,264,40,348,111,164,97,137,198,119
X1110032A03Rik,288,342,349,309,46,240,337,304,247,391,423,310
Fdxacb1,120,109,117,122,11,126,121,131,81,132,149,92
Alg9,1583,1899,1648,1780,278,1844,1557,1643,1473,2018,2097,1414
Ppp2r1b,1522,1658,1498,1784,262,1529,1592,1841,1793,2024,2167,1391
Gm25558,0,2,0,0,0,0,0,0,0,0,0,0
Sik2,214,275,238,366,64,366,259,280,302,473,467,242
Layn,2,0,0,5,0,12,6,7,3,1,3,6
Btg4,0,1,0,0,0,0,0,0,0,0,0,0
X4833427G06Rik,0,0,0,0,0,0,0,0,0,0,0,0
Mir34c,0,0,0,0,0,0,0,0,0,0,0,0
Mir34b,0,0,0,0,0,0,0,0,0,0,0,0
Gm32742,0,0,0,0,0,0,0,0,0,0,0,0
Pou2af1,0,0,0,0,0,0,0,0,0,0,0,0
Gm47828,0,0,0,0,0,1,0,0,0,0,0,0
Colca2,2,1,3,0,0,0,0,1,0,1,0,0
X2010007H06Rik,13,2,5,2,1,6,4,1,2,1,0,1
X1810046K07Rik,0,0,0,0,0,0,0,0,0,0,0,1
Gm47854,0,0,0,0,0,0,0,0,0,0,0,0
Gm7293,0,0,0,0,0,0,0,0,0,0,0,0
Gm8959,1,0,3,2,0,1,1,0,0,0,0,0
Arhgap20,0,3,2,5,0,2,0,0,0,4,0,0
Arhgap20os,0,0,0,0,0,0,0,0,0,0,0,0
Gm6980,1,0,0,0,0,0,0,0,0,0,0,0
X4933407I05Rik,0,0,0,0,0,0,0,0,0,0,0,0
Fdx1,2819,2972,3511,3356,466,3275,3068,3201,2297,3153,3363,2443
Gm6981,40,38,41,22,5,45,38,42,45,47,51,37
Rdx,5712,6617,5627,6203,977,5393,7043,7241,6219,8472,7252,5654
Gm27686,0,0,0,0,0,0,0,0,0,0,0,0
Zc3h12c,355,405,380,852,117,583,516,698,469,536,491,420
Mir6244,0,0,0,0,0,0,0,0,0,0,0,0
Gm25562,0,0,0,0,0,0,0,0,0,0,0,0
Gm47957,0,0,0,0,0,0,0,0,0,0,0,0
Gm47960,0,0,0,0,0,0,0,0,0,0,0,0
Gm33125,0,0,0,0,0,0,0,0,0,0,0,0
Gm49389,0,0,0,0,0,0,0,0,0,0,0,0
AI593442,0,0,0,0,0,0,0,0,0,0,0,0
Gm1715,0,0,0,0,0,0,0,0,0,0,0,0
Gm22242,0,0,0,0,0,0,0,0,0,0,0,0
Gm47981,0,0,0,0,0,0,0,0,0,0,0,0
Ddx10,676,656,572,876,136,728,804,848,716,962,953,678
Gm47986,0,0,0,0,0,0,0,0,0,0,0,1
X4930510E17Rik,0,0,0,0,0,0,0,0,0,0,0,0
Exph5,92,174,101,72,16,126,160,233,158,210,221,115
Poglut3,325,428,369,216,27,237,449,476,390,454,456,360
Mir130c,0,0,0,0,0,0,0,0,0,0,0,0
X4930550C14Rik,12,5,10,4,0,5,8,15,2,26,18,6
Atm,124,129,114,207,32,155,213,233,241,283,218,173
Npat,591,681,638,1108,146,846,919,990,856,1009,976,675
Acat1,1035,1273,1321,673,130,798,1964,1676,1493,2035,1827,1367
Cul5,920,1022,934,999,155,849,1131,1253,947,1305,1196,1064
Gm22304,0,3,2,0,0,2,2,1,0,5,1,1
Gm16124,58,66,68,80,11,96,79,71,55,68,55,55
Rab39,0,3,0,0,0,2,0,0,0,0,3,0
Rps6.ps3,2,4,7,12,1,3,6,4,0,2,4,2
Gm48292,0,0,0,0,0,0,0,0,0,0,0,0
Slc35f2,2,9,0,8,0,6,4,7,1,10,10,2
Sln,0,0,0,0,0,1,0,0,0,0,0,0
Gm16380,0,0,0,0,0,0,0,1,0,0,0,0
Elmod1,0,6,5,7,2,3,0,6,2,2,8,4
Tnfaip8l3,2,1,0,0,0,0,0,1,0,0,0,0
Gm48346,0,0,0,0,0,0,0,0,0,0,0,0
Gm48345,0,0,0,0,0,0,0,0,0,0,0,0
Cyp19a1,0,0,0,0,0,0,0,0,0,0,0,0
Gldnos,0,0,0,0,0,0,0,0,0,0,0,0
Gldn,0,0,2,1,1,5,0,0,0,0,0,0
Dmxl2,717,745,597,1086,220,772,1027,1068,992,1282,975,743
Sh2d7,0,0,0,0,0,0,0,0,0,0,0,0
Gm25980,0,0,0,0,0,0,0,0,0,0,0,0
Cib2,15,13,7,13,0,14,4,15,6,24,11,10
Idh3a,2236,2592,2402,1976,301,1914,2251,2480,2173,2888,2873,2125
Acsbg1,0,1,1,0,0,5,2,0,0,0,3,3
Gm7368,0,1,1,4,0,0,0,3,2,1,0,0
Dnaja4,140,143,148,134,20,165,108,109,95,160,140,120
Mir5710,0,0,0,0,0,0,0,0,0,0,0,0
Wdr61,2378,2669,2462,2329,291,2244,2647,2803,2381,2962,2863,2137
Crabp1,0,0,0,0,0,0,0,0,0,0,0,0
Rab7.ps1,23,22,25,106,5,23,34,35,26,37,33,19
Ireb2,1203,1337,954,1379,185,1260,1511,1736,1428,1608,1627,1331
Hykk,55,51,50,17,2,16,66,57,28,80,43,54
AY074887,3,2,5,3,0,3,0,3,4,2,0,1
Psma4,2842,3228,2897,2734,470,2826,3460,3326,2964,3827,3758,2739
Chrna5,3,0,1,0,0,0,0,0,0,0,0,1
Chrna3,0,0,0,0,0,0,0,0,0,0,0,0
Chrnb4,0,0,0,0,0,0,0,0,0,0,0,2
Gm47877,0,0,0,0,0,0,0,0,0,0,0,0
Gm47886,0,0,0,0,0,0,0,0,0,0,0,0
Gm47887,0,0,0,0,0,0,0,0,0,0,0,0
Gm7395,0,0,0,0,0,0,0,0,0,0,0,0
Ube2q2,2385,2573,2380,3535,581,3348,2545,2913,2463,3073,3047,2357
Fbxo22,2501,2871,3027,2575,350,2380,3272,3098,2708,3523,3409,2652
Nrg4,3539,3594,3270,4116,643,3091,2956,3628,2692,3432,3712,2412
Gm15625,0,0,0,0,0,0,0,0,0,0,0,0
Tmem266,24,30,30,27,2,19,28,25,23,22,20,18
Etfa,6383,7243,6492,6336,995,5920,7453,7729,6274,8493,8109,5882
Gm5917,0,2,1,0,0,0,0,0,0,1,0,1
Isl2,0,0,1,0,0,0,0,0,1,0,0,0
Gm17226,0,0,0,0,0,0,0,0,0,0,0,0
Scaper,98,158,115,85,16,114,95,112,124,193,141,110
Gm23407,0,0,0,0,0,0,0,0,0,0,0,0
Gm7435,5,2,1,3,0,1,5,2,2,2,4,0
X4930563M21Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm7439,0,0,0,0,0,0,0,0,0,0,0,0
Gm7444,0,0,0,0,0,0,0,0,0,0,0,0
Rcn2,426,524,440,347,57,439,439,477,430,579,568,472
Pstpip1,2,2,0,0,0,0,0,0,1,2,0,0
Tspan3,197,219,177,251,40,280,113,149,108,140,163,129
Peak1,408,446,453,1492,240,1247,566,605,662,699,716,543
Gm24270,133,76,71,106,8,61,61,50,21,51,42,14
Gm29322,0,0,0,5,0,1,0,0,0,0,1,0
Peak1os,0,0,0,1,0,0,0,0,0,0,0,0
Gm37842,0,0,0,0,0,0,0,0,0,0,0,0
Gm36940,0,0,0,1,0,1,0,0,0,0,0,0
Hmg20a,563,620,556,639,106,518,655,735,695,814,866,644
AC159819.1,2,7,6,32,0,9,4,3,4,9,12,8
Gm47175,0,1,0,1,0,0,0,0,2,0,1,1
Gm47176,0,0,0,0,0,0,0,0,0,0,0,0
Gm47178,0,0,0,0,0,0,0,1,0,0,0,0
Gm26868,0,0,0,0,0,0,0,0,0,0,0,0
Lingo1,0,0,0,0,0,0,0,0,0,0,0,0
Gm47235,0,0,0,0,0,0,0,0,0,0,0,0
Odf3l1,0,0,0,0,0,0,0,0,0,0,0,0
Cspg4,0,0,0,0,0,0,0,0,0,0,0,0
Gm47237,0,0,0,0,0,0,0,0,0,0,0,0
Snx33,547,657,550,488,77,372,599,558,535,811,728,469
X4930442G15Rik,0,0,0,0,0,0,0,0,0,0,0,1
Gm19936,0,0,0,0,1,0,0,0,0,0,0,0
Imp3,490,464,476,561,81,525,575,583,385,589,640,437
Snupn,358,455,394,335,65,385,407,416,365,473,540,403
Ptpn9,856,1138,901,1134,172,943,840,946,771,1155,1101,868
Gm10658,10,9,6,3,0,2,0,10,5,9,9,8
Sin3a,481,719,541,775,114,619,610,703,578,833,718,554
Man2c1os,10,9,11,15,1,11,10,11,12,6,16,6
Man2c1,611,784,739,856,135,766,813,787,668,994,1020,709
Neil1,160,217,195,219,34,174,175,177,151,251,269,144
Commd4,1155,1262,1299,1374,207,1401,1083,1118,904,1291,1313,961
X1700041C23Rik,0,0,0,0,0,0,0,0,0,0,0,0
Trcg1,0,0,0,1,0,0,0,0,0,0,0,0
X1700017B05Rik,1753,1869,1917,3994,485,2776,2906,2716,2368,2996,2545,1930
Gm18996,0,0,0,0,0,0,0,0,0,0,0,0
Gm5121,0,2,1,3,0,4,0,0,0,0,0,2
Ppcdc,505,570,513,445,84,442,443,585,443,752,676,465
Scamp5,910,1109,1040,716,116,736,717,878,782,1071,1166,805
D9Wsu149,2,0,0,3,0,0,0,0,0,0,1,1
Gm18103,0,0,0,0,0,0,0,0,0,0,0,0
Gm6166,1,1,1,3,0,3,1,1,0,3,1,2
Rpp25,5,1,1,8,0,14,13,12,9,1,14,8
Cox5a,868,817,1331,1029,128,1078,900,773,399,771,699,588
Gm26631,10,14,3,10,3,11,6,13,13,9,11,12
Fam219b,394,421,459,306,65,328,334,339,362,487,514,323
Mpi,1313,1478,1448,1260,171,1174,1354,1218,1216,1730,1538,1303
Scamp2,1290,1534,1352,1282,204,1276,1340,1421,1237,1731,1877,1239
Ulk3,767,868,738,1039,124,874,727,721,706,998,1040,620
Cplx3,0,0,2,0,0,0,0,0,0,0,3,0
Lman1l,0,0,2,0,0,1,0,0,0,0,0,0
Csk,469,584,353,279,62,319,410,395,399,720,540,328
Cyp1a2,891,847,879,1153,150,1108,706,788,634,893,844,591
Cyp1a1,27,40,24,37,3,45,200,152,106,144,155,102
Edc3,806,1064,866,992,138,876,991,1057,964,1278,1250,893
Clk3,1365,1566,1578,2143,325,1737,1860,1760,1550,2102,2011,1516
Gm17231,0,0,0,0,0,0,0,0,0,0,0,0
Arid3b,199,256,223,349,44,281,244,218,236,293,285,219
Ubl7,845,948,956,867,142,800,952,936,654,1039,950,715
Sema7a,1,0,1,3,0,0,0,0,0,0,0,0
Gm17322,0,0,0,0,0,0,0,0,0,0,0,0
Cyp11a1,3,0,0,0,0,0,0,0,0,0,0,0
Ccdc33,0,0,0,0,0,0,0,0,0,0,0,0
Gm16130,0,0,0,0,0,0,0,0,0,0,0,0
Stra6,0,0,0,0,0,0,0,0,0,0,0,0
Gm16131,0,0,0,0,0,0,0,0,0,0,0,0
Islr,0,0,0,0,0,0,0,0,0,0,0,0
Gm47174,0,0,0,0,0,0,0,0,0,0,0,0
Islr2,0,0,0,0,0,0,0,0,0,0,0,0
X1600029O15Rik,0,0,0,0,0,0,0,0,0,0,0,0
Pml,618,798,771,481,84,471,652,747,677,1007,849,733
Mir6385,0,0,0,0,0,0,0,0,0,0,0,0
Stoml1,136,163,154,113,13,94,127,120,139,167,163,142
Loxl1,3,0,1,0,0,0,0,0,0,0,0,1
Tbc1d21,0,0,0,0,0,0,0,0,0,0,0,0
X1700072B07Rik,0,0,0,0,0,0,0,0,0,0,0,0
X4930461G14Rik,0,0,0,0,0,0,0,0,0,0,0,0
Insyn1,0,0,0,0,0,0,0,0,0,0,0,0
Cd276,265,315,232,273,28,309,308,364,291,343,308,296
Gm10657,0,0,0,2,0,2,0,0,0,1,0,0
Nptn,1478,1426,1416,1465,232,1540,1392,1527,1287,1719,1635,1228
Rec114,8,11,14,5,0,5,9,8,7,15,15,8
Gm20620,0,0,0,0,0,0,2,0,0,0,0,1
Hcn4,0,0,0,0,0,0,0,0,0,0,0,0
Neo1,1139,1155,864,2038,299,1638,1413,1570,1430,1739,1730,1172
Gm47271,4,0,2,5,0,5,5,2,1,6,3,2
Gm7589,3,0,3,2,0,1,0,0,3,1,0,0
Gm33053,0,0,0,0,0,0,0,0,0,0,0,0
Adpgk,893,1005,732,1057,191,863,1125,1141,1001,1370,1284,900
Bbs4,93,89,97,71,3,64,78,81,55,110,152,108
Arih1,2448,2670,2282,3612,586,2986,3216,3245,2760,3374,3178,2706
Rps11.ps1,23,22,48,53,4,24,30,16,16,18,11,21
Gm33180,0,0,0,0,0,0,0,0,0,0,0,0
Tmem202,3,3,5,4,0,5,0,8,5,7,4,1
Hexa,3752,4325,4225,5066,805,4423,4823,5039,4093,5141,5488,3696
Celf6,0,0,0,0,0,0,0,0,0,0,0,0
Parp6,613,631,502,635,100,619,565,522,488,709,620,436
Pkm,15060,13310,14584,21559,3216,24607,8802,9621,8414,12498,14041,8966
Gm49759,599,444,422,1030,176,956,453,453,431,514,516,306
Gramd2,0,0,0,0,0,0,0,0,0,0,0,1
Senp8,27,30,40,25,1,22,12,19,18,29,25,20
Myo9a,63,45,44,157,21,102,109,76,77,113,95,105
Gm7613,0,0,0,1,0,0,0,0,0,0,0,0
Gm20275,0,0,0,0,0,0,0,0,0,0,0,0
Gm2735,0,0,0,2,0,0,2,0,0,0,0,0
Gm48805,0,0,0,0,0,0,0,0,0,0,0,0
Nr2e3,0,0,0,0,0,0,0,0,0,0,0,0
Gm7616,0,0,0,0,0,0,0,0,0,0,0,0
Gm15507,0,0,0,0,0,0,0,0,0,0,0,0
Thsd4,0,0,3,1,0,0,1,2,0,0,0,5
Gm23668,0,0,0,0,0,0,0,0,0,0,0,0
X2010001M07Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm47676,0,0,0,0,0,0,0,0,0,0,0,0
Gm22099,0,0,0,0,0,0,0,0,0,0,0,0
X9230112J17Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm49334,0,0,0,0,0,0,0,0,0,0,0,0
Gm47740,0,0,0,0,0,0,0,0,0,0,0,0
Gm17853,0,0,0,0,0,0,0,0,0,0,0,0
Lrrc49,0,2,3,3,0,6,2,3,6,6,5,2
Larp6,0,0,1,0,0,0,0,0,0,0,0,0
X1700036A12Rik,0,0,0,0,0,0,0,0,0,0,0,0
Uaca,140,272,160,184,36,178,194,182,233,299,279,182
Gm9869,0,4,1,3,0,0,0,0,0,0,0,0
Gm47923,0,0,0,0,0,0,0,0,0,0,0,0
Gm5122,1,0,2,7,1,1,0,1,0,1,1,2
Gm33699,15,8,40,18,7,29,12,12,9,12,13,14
Gm39348,0,0,1,1,0,1,0,0,0,0,0,0
Gm34004,0,0,0,0,0,0,0,0,0,0,0,0
Gm33914,0,0,0,0,0,0,0,0,0,0,0,0
X4933433G08Rik,0,0,0,0,0,0,0,0,0,0,0,0
I730028E13Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm34105,0,0,0,0,0,0,0,0,0,0,0,0
B930092H01Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm10655,0,0,0,1,0,1,0,0,0,0,0,0
Tle3,315,317,200,235,32,257,189,220,200,426,313,205
Gm34322,0,0,0,0,0,0,0,0,0,0,0,0
Gm47240,0,0,0,0,0,0,0,0,0,0,0,0
Gm34424,0,0,0,0,0,0,0,0,0,0,0,0
Gm47241,0,0,0,0,0,0,0,0,0,0,0,0
Gm19208,0,0,0,0,0,0,0,0,0,0,0,0
Rplp1,2301,2187,2934,2738,365,2735,2254,2367,1245,2097,2006,1485
Kif23,6,2,0,1,2,2,4,1,3,18,1,1
Paqr5,0,0,0,0,0,0,0,0,0,0,0,0
Gm23221,0,0,0,0,0,0,0,0,0,0,0,0
Glce,1593,1886,1393,2204,331,1928,2221,2275,1963,2357,2364,1652
Mir5133,0,0,0,0,0,0,0,0,0,0,0,0
Gm47262,0,0,0,0,0,0,0,0,0,0,0,0
A730043L09Rik,0,0,5,0,0,0,0,0,0,1,0,0
Gm25603,0,0,0,0,0,0,0,0,0,0,0,0
Spesp1,0,0,0,0,0,0,0,0,0,0,0,0
Gm35288,0,0,0,0,0,0,0,0,0,0,0,0
Anp32a,99,136,107,120,13,148,116,122,81,150,163,118
Coro2b,6,3,0,5,0,1,0,8,7,0,5,6
n.R5s84,0,0,0,0,0,0,0,0,0,0,0,0
Itga11,7,0,1,14,0,1,0,0,6,4,4,2
Gm7653,0,1,0,2,0,2,0,0,0,2,0,0
Fem1b,1100,1101,1009,1697,245,1361,1129,1204,1128,1377,1404,931
Cln6,76,88,83,114,23,101,89,112,93,117,103,91
Gm10653,0,0,1,2,0,1,1,0,1,1,0,0
Gm47274,0,0,0,0,0,0,0,0,0,0,0,0
Calml4,0,2,2,0,0,1,2,4,0,2,0,0
Pias1,1000,1060,1078,1230,194,924,1301,1332,1115,1437,1494,1035
Gm24526,0,0,0,0,0,0,0,0,0,0,0,0
Gm48193,0,0,0,0,0,0,0,0,0,0,0,0
Gm6082,0,0,0,0,0,0,0,0,0,0,0,0
Gm25064,0,0,0,0,0,0,0,0,0,0,0,0
Skor1,0,1,0,1,0,2,0,0,1,5,0,0
Map2k5,885,1124,1059,1131,146,957,1119,1149,1040,1223,1275,940
X2300009A05Rik,56,50,98,58,9,43,64,50,22,49,41,38
Gm16759,1,0,0,0,0,0,0,0,1,1,1,0
Iqch,0,0,0,0,0,2,0,2,0,0,0,0
Gm25995,0,0,0,0,0,0,0,0,0,0,0,0
Gm6257,0,1,0,0,0,0,1,0,0,0,0,0
Aagab,1269,1477,1420,978,133,1034,1221,1289,1207,1671,1713,1173
Smad3,547,779,483,1177,157,923,818,925,919,1148,1083,762
Gm2553,0,0,0,0,0,0,0,0,0,0,0,0
Gm18541,4,6,5,26,0,7,7,7,5,12,10,4
Gm36033,0,5,0,4,0,1,0,0,4,2,0,2
Smad6,9,9,6,4,0,13,3,6,6,4,3,8
X1700055C04Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm25606,0,0,0,0,0,0,0,0,0,0,0,0
Scarletltr,0,0,0,0,0,0,0,0,0,0,0,0
Lctl,0,0,1,0,0,0,0,2,0,0,0,0
Zwilch,6,18,13,15,0,12,22,13,16,20,18,19
Rpl4,15984,17107,16977,19247,2872,17576,16790,18135,15767,19794,21233,14373
Gm23344,0,0,0,0,0,0,0,0,0,0,2,0
Snord16a,0,0,0,0,0,0,0,0,0,0,0,0
Gm22571,5,0,4,4,0,4,0,2,3,1,1,5
Gm23136,0,1,0,2,0,4,1,6,1,2,6,2
Gm22455,0,0,0,0,0,0,0,0,0,0,0,0
Snapc5,619,705,816,564,87,550,853,789,551,892,844,680
Map2k1,4290,4747,4442,4848,745,4783,3915,4201,3719,5165,5421,3862
Gm24106,1,0,0,1,0,0,0,0,0,0,0,0
Gm48855,9,14,16,14,5,6,15,10,7,29,10,5
Uchl4,5,13,3,20,2,10,10,8,8,11,19,5
Tipin,338,343,357,282,51,283,322,311,303,358,362,296
Gm24289,0,0,0,0,0,0,0,0,0,0,0,0
Dis3l,821,903,771,803,137,751,861,959,936,1244,1256,897
Megf11,3,6,6,5,1,3,1,6,11,1,2,6
Rab11a,1581,1721,1978,2014,271,2009,1836,1952,1435,1907,1894,1479
Gm47308,0,0,0,0,0,0,0,0,0,0,0,0
Dennd4a,716,883,744,1033,142,841,1448,1316,1279,1452,1101,918
Gm24347,0,0,0,0,0,0,0,0,0,0,0,0
Slc24a1,0,2,0,0,0,0,0,4,0,0,1,7
Ints14,976,1039,970,922,124,886,944,1035,891,1289,1330,849
Gm25640,1,0,1,0,0,0,1,0,0,0,0,0
Hacd3,5624,5853,5725,6075,953,5284,7732,7795,7048,8340,7568,6015
Dpp8,1645,1810,1468,1746,262,1537,2045,2081,1878,2242,2201,1662
Gm47350,0,0,0,1,0,0,1,0,2,0,0,0
Igdcc4,3,0,0,5,0,1,2,4,0,0,1,0
Igdcc3,0,0,0,0,0,0,0,0,0,0,0,0
Parp16,701,733,776,947,130,899,874,946,750,1055,1092,798
Gm25313,0,0,0,0,0,0,0,0,0,0,0,0
Rnu5g,0,0,0,0,0,0,4,0,0,0,0,0
Cilp,0,0,1,0,0,2,0,0,0,0,0,0
Clpx,4874,5042,5061,4304,732,3827,5176,5204,4675,6103,5501,4083
Gm16218,2,0,3,0,0,1,2,0,0,6,0,1
Gm39363,0,1,0,1,2,3,6,1,3,0,0,2
Gm19219,0,0,3,0,0,0,0,0,0,1,0,1
Gm47192,1,0,2,1,0,0,2,0,0,0,0,0
Pdcd7,191,275,251,430,67,350,299,262,230,267,264,200
Ubap1l,0,3,2,4,0,1,2,4,6,6,3,1
Gm17875,1,0,0,0,0,0,0,0,0,0,0,0
Kbtbd13,0,5,6,12,1,6,5,4,1,1,9,8
Rasl12,1,5,3,0,0,4,4,1,2,3,5,2
Slc51b,0,3,0,3,0,1,0,0,3,0,5,2
Mtfmt,334,383,387,292,57,291,421,435,339,479,463,357
Gm47270,4,5,4,8,0,12,13,8,13,12,13,2
Spg21,1969,2173,2139,2313,330,2115,2067,2361,2083,2655,2592,1778
Ankdd1a,0,0,0,2,0,0,1,0,0,0,0,0
Gm17749,0,0,0,0,0,0,0,0,0,0,0,0
Plekho2,29,34,40,48,10,36,41,70,21,34,44,28
Pif1,0,0,4,0,0,1,1,0,0,1,0,2
Rbpms2,2745,2993,3023,3147,460,3161,2753,2846,2194,3224,3037,2549
Oaz2,1076,1084,1161,1042,169,993,953,927,748,1227,1161,884
Zfp609,402,563,435,848,133,630,602,644,554,753,631,461
Trip4,823,865,838,611,127,587,842,961,808,1211,1086,833
n.R5s85,0,0,3,2,0,0,0,0,0,0,0,0
Gm16073,2,0,0,1,0,2,0,0,2,2,3,0
Pclaf,1,2,2,0,0,1,7,6,2,5,8,2
Gm23248,0,0,0,0,0,0,0,0,0,0,0,0
Csnk1g1,234,247,213,390,53,298,259,285,277,320,337,264
Gm22657,0,0,0,0,0,0,0,0,0,0,0,0
Ppib,616,556,934,738,83,705,696,639,405,603,644,432
Snx22,6,1,5,4,0,1,6,2,4,1,5,3
Snx1,1179,1332,1267,1535,290,1415,1220,1400,1207,1471,1478,1113
Ciao2a,1770,1944,1928,1591,256,1593,1730,1808,1407,1891,1884,1409
Dapk2,1548,1687,1495,1062,153,1138,916,933,1003,1377,1360,898
Herc1,445,658,543,778,103,563,932,760,742,1002,1009,652
Gm23428,0,0,0,0,0,0,0,2,0,1,0,1
Gm28379,0,0,0,1,0,1,0,0,0,0,0,1
Fbxl22,7,16,3,15,2,9,19,16,10,28,12,19
Usp3,1403,1593,1445,1895,227,1750,1543,1687,1359,1898,1764,1253
Gm15563,0,0,0,0,0,0,0,0,1,0,0,0
Car12,0,0,0,0,0,0,0,0,0,0,0,0
Aph1b,101,122,108,65,11,73,125,113,83,177,162,122
Gm10647,0,1,2,0,0,2,1,4,4,1,1,1
BC050972,0,0,0,0,0,0,0,0,0,0,0,0
Ppp1r2.ps4,7,5,6,30,1,3,5,4,1,8,3,6
Aph1c,16,7,17,14,0,13,22,21,28,23,19,29
Gm17098,0,0,1,0,0,0,0,0,0,0,0,2
Rab8b,35,31,30,56,6,19,33,17,45,36,58,34
Rps27l,6238,5748,7531,6538,864,6889,7195,6836,4118,6161,5796,5069
Lactb,644,877,817,706,102,612,750,810,627,930,836,560
Gm24225,0,0,0,0,0,0,0,0,0,0,0,0
Tpm1,9391,10693,10266,9401,1554,9641,7646,9118,7563,9633,11011,7465
Gm10646,0,0,0,0,0,0,0,0,0,0,0,0
Gm22145,0,0,0,0,0,0,0,0,0,0,0,0
Gm19299,0,0,0,0,0,0,0,0,0,0,0,0
Tln2,19,41,23,24,3,22,22,22,25,49,42,28
Mir190a,0,0,0,0,0,0,0,0,0,0,0,0
Gm47047,0,0,0,0,0,0,0,0,0,0,0,0
Gm47110,0,0,0,0,0,0,0,0,0,0,0,0
Mir7241,0,0,0,0,0,0,0,0,0,0,0,0
Mir7242,0,0,0,0,0,0,0,0,0,0,0,0
Gm7787,0,0,1,3,0,0,0,0,0,0,0,0
M5C1000I18Rik,0,0,0,0,0,0,0,0,0,0,0,0
C2cd4b,0,0,0,0,0,0,0,0,0,0,0,0
C2cd4a,0,0,0,0,0,0,0,0,0,0,0,0
Vps13c,77,94,80,169,22,101,162,142,158,200,153,130
Gm20745,0,0,0,0,0,0,0,0,0,0,0,0
Gm28195,0,0,0,0,0,0,0,0,0,0,0,0
Gm22382,0,0,0,0,0,0,0,0,0,0,0,0
Gm19987,0,0,0,0,0,0,0,0,0,0,0,0
Gm22169,0,0,0,0,0,0,0,0,0,0,0,0
X4930502A04Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm22962,0,0,0,0,0,0,0,0,0,0,0,0
Gm47169,0,0,0,1,0,0,0,0,0,0,0,0
Rora,2690,3135,3024,4236,597,3153,2994,2816,2594,3554,3578,2565
Gm15511,0,0,0,5,1,2,4,2,2,2,0,3
Ice2,281,346,265,178,33,141,306,354,279,399,373,277
Gm7802,0,0,0,0,0,0,0,0,0,1,0,0
Gm18587,0,0,0,0,0,0,0,0,0,0,0,0
Gm4978,1,0,1,0,0,0,0,0,1,0,0,1
Anxa2,21503,24861,23266,29218,4500,30283,19344,20513,18076,25579,29908,21468
Mir3109,0,0,0,1,0,0,0,0,0,0,0,0
Gm16144,21,29,19,71,10,43,27,17,41,31,39,5
Gm47203,0,0,0,0,0,0,0,0,0,0,0,0
Foxb1,0,0,0,0,0,0,0,0,0,0,0,0
B230323A14Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm18745,0,0,0,0,0,0,0,0,0,0,0,0
Gm28731,0,0,0,0,0,0,0,2,0,2,0,1
Bnip2,1985,2069,2199,2264,395,2206,2645,2598,2093,2694,2484,2042
Gtf2a2,861,982,951,1023,156,1016,978,1019,755,1078,1078,806
Gcnt3,0,0,0,0,0,1,0,0,0,0,0,1
Gm47233,0,0,0,0,0,0,0,0,0,0,0,0
X2210414F02Rik,0,0,0,0,0,0,0,0,0,0,0,0
Fam81a,38,66,64,39,7,33,54,60,38,82,76,41
Gm24257,0,0,0,0,0,0,0,0,0,0,0,0
Myo1e,3190,3788,3098,2938,467,2752,2384,2645,2496,3298,3599,2645
Mir5626,0,0,0,0,0,0,0,0,0,0,0,0
Ccnb2,10,9,7,18,2,8,17,24,28,19,14,25
Rnf111,1526,1831,1294,2255,332,2072,1961,2243,1762,2472,2086,1513
Gm24615,0,0,0,0,0,0,0,0,0,0,0,0
Gm23588,0,0,0,0,0,0,0,0,0,0,0,0
Gm23730,0,0,0,0,0,0,0,0,0,0,0,0
Gm22229,0,0,0,0,0,0,0,0,0,0,0,0
Sltm,977,1088,1011,1120,174,1015,1167,1157,1081,1375,1278,1000
Mindy2,517,573,516,647,103,710,548,593,465,581,662,395
Gm10642,4,2,5,7,0,4,7,5,5,2,10,4
Adam10,2216,2538,2132,2633,469,2546,2804,3144,2613,3098,3174,2510
Lipc,3189,3317,3107,3995,538,3231,3012,2770,2699,3958,3674,2526
Gm25149,1,0,0,0,0,0,0,0,0,0,0,0
Gm3436,8,1,5,21,2,7,7,3,10,16,8,7
Gm32017,49,56,67,73,13,81,50,32,55,107,59,42
Aqp9,4929,6160,5948,6365,877,4589,8385,7837,7377,9475,9448,6647
