EnsemblID,p22074-s001_Cont1_S141.unstranded_count,p22074-s002_Cont2_S142.unstranded_count,p22074-s003_Cont3_S143.unstranded_count,p22074-s004_FAC1_S144.unstranded_count,p22074-s005_FAC2_S145.unstranded_count,p22074-s006_FAC3_S146.unstranded_count,p22074-s007_LiproxposFAC1_S147.unstranded_count,p22074-s008_LiproxposFAC2_S148.unstranded_count,p22074-s009_LiproxposFAC3_S149.unstranded_count,p22074-s010_MTposFAC1_S150.unstranded_count,p22074-s011_MTposFAC2_S151.unstranded_count,p22074-s012_MTposFAC3_S152.unstranded_count
ENSMUSG00000066027,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114191,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113793,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113564,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095799,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113801,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114145,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079029,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113133,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094635,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000112979,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114020,0,0,0,0,0,1,1,0,0,0,0,0
ENSMUSG00000113829,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093847,1,0,0,3,0,2,0,0,0,0,0,1
ENSMUSG00000113583,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113942,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113617,0,3,0,0,0,3,1,0,0,0,0,1
ENSMUSG00000113376,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113490,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000118658,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113826,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113861,1,2,2,10,0,1,3,0,0,10,6,2
ENSMUSG00000113903,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021044,274,310,296,211,32,246,311,291,255,351,346,251
ENSMUSG00000113434,0,0,0,2,0,2,0,0,0,0,0,1
ENSMUSG00000113087,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000113578,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113213,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113538,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114001,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113997,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000066392,0,0,1,4,0,0,0,0,0,0,0,5
ENSMUSG00000103136,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098757,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080680,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114153,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113055,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113884,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113539,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113001,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113023,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114032,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000007682,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097157,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097071,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064548,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000089439,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113806,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113747,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084566,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000061533,50,31,41,27,3,33,38,51,55,55,60,50
ENSMUSG00000085004,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000106091,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114086,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113983,0,0,1,0,0,0,0,0,0,0,0,1
ENSMUSG00000113239,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020963,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000099750,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020962,712,902,673,869,119,756,815,1049,846,1113,930,734
ENSMUSG00000080365,0,0,0,0,0,0,0,0,1,2,1,0
ENSMUSG00000113943,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020961,133,135,140,185,21,154,94,149,149,219,191,109
ENSMUSG00000090722,1,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000086689,1,0,0,1,0,0,1,0,0,1,0,0
ENSMUSG00000077096,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020964,5212,6376,5627,5901,907,5561,6766,7115,6426,8076,7343,5601
ENSMUSG00000113721,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113676,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000066389,0,0,0,0,0,0,0,0,1,0,0,1
ENSMUSG00000098159,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112953,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113236,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113643,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114085,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113499,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113194,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113164,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112982,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065303,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098931,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000094935,6,10,5,22,0,2,8,2,6,10,10,7
ENSMUSG00000113818,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113215,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113414,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113139,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114132,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112262,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064972,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064412,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112769,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047414,0,3,2,1,3,2,3,2,1,1,1,1
ENSMUSG00000112756,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112067,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059695,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112024,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084568,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112658,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112040,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043483,32,29,44,142,9,32,45,40,32,45,47,15
ENSMUSG00000112635,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112598,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000088448,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112590,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112584,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112004,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112524,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112661,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000111885,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112812,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112086,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021003,102,140,109,122,19,157,163,140,126,141,145,119
ENSMUSG00000112860,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021886,0,1,0,0,0,0,0,0,0,0,2,0
ENSMUSG00000112510,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112895,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000033854,4,3,4,4,0,3,9,9,19,8,7,8
ENSMUSG00000113927,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113613,0,2,3,0,0,0,0,0,1,4,0,1
ENSMUSG00000113849,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000089351,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021007,71,78,83,73,15,85,68,104,103,113,114,86
ENSMUSG00000113656,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000112990,0,0,2,0,0,1,1,4,1,2,1,0
ENSMUSG00000021009,1808,2433,1670,2479,368,2059,2994,3019,2752,3505,2892,2299
ENSMUSG00000021012,3649,4010,3767,4000,574,3609,3972,4140,3955,4969,4859,3608
ENSMUSG00000113341,0,1,1,4,1,5,1,2,0,0,5,4
ENSMUSG00000113196,1,3,0,5,0,3,1,2,4,0,3,2
ENSMUSG00000051166,67,94,77,142,31,65,154,188,162,262,168,118
ENSMUSG00000113852,5,0,5,3,0,3,6,3,0,10,0,3
ENSMUSG00000113020,1,1,0,0,0,0,0,0,0,0,0,3
ENSMUSG00000113102,0,0,0,3,1,2,0,0,1,1,0,2
ENSMUSG00000021013,77,166,135,76,11,72,94,114,131,138,119,109
ENSMUSG00000114021,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114089,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062582,0,0,0,1,0,0,0,1,0,0,1,0
ENSMUSG00000113210,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000033713,2213,2816,2658,2684,435,2455,3850,3842,3205,4133,3737,2976
ENSMUSG00000093419,0,0,1,1,0,0,0,0,1,1,0,0
ENSMUSG00000093465,3,4,5,1,0,8,4,0,6,5,9,4
ENSMUSG00000033731,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000113106,0,0,0,0,0,0,0,0,1,1,1,1
ENSMUSG00000113003,8,3,3,10,5,10,16,6,9,10,7,1
ENSMUSG00000113610,6,2,8,6,2,3,13,7,4,10,4,3
ENSMUSG00000097917,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000113138,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114190,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100211,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113012,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113136,0,0,1,0,0,2,0,0,0,0,0,0
ENSMUSG00000021176,2,6,0,2,2,1,0,1,1,3,1,1
ENSMUSG00000113877,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113577,0,0,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000113147,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113540,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021177,236,276,272,177,40,207,258,282,226,369,357,234
ENSMUSG00000113223,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045404,2,1,2,0,0,4,0,4,0,1,2,2
ENSMUSG00000093352,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113268,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112999,0,0,0,0,0,0,0,0,0,2,0,0
ENSMUSG00000021178,6890,7988,7331,7033,1124,7242,7440,7822,7078,9048,8726,6347
ENSMUSG00000021179,264,359,318,266,50,287,345,389,313,404,432,300
ENSMUSG00000113335,5,1,3,7,0,1,3,1,3,3,4,5
ENSMUSG00000072884,2,9,6,9,0,7,5,9,6,15,11,1
ENSMUSG00000001175,11030,12319,11317,11024,1745,11309,10561,11913,9092,13227,12989,9288
ENSMUSG00000113362,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113679,0,0,0,0,0,0,0,0,3,0,0,0
ENSMUSG00000033530,629,797,736,860,166,725,1122,1100,1043,1184,1145,827
ENSMUSG00000113917,0,0,0,1,0,0,1,0,1,5,3,3
ENSMUSG00000113864,0,0,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000113895,0,0,2,4,1,1,0,2,0,0,0,0
ENSMUSG00000021180,23,27,16,52,13,36,75,56,52,62,77,29
ENSMUSG00000113687,0,0,0,0,0,0,0,0,0,0,1,1
ENSMUSG00000113195,0,0,0,0,0,0,0,3,0,0,0,0
ENSMUSG00000113250,0,0,0,2,0,0,0,0,0,0,0,0
ENSMUSG00000113113,4,1,11,17,0,2,2,7,0,4,3,1
ENSMUSG00000064572,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021185,949,1270,1079,748,129,679,1211,1243,1108,1571,1566,1067
ENSMUSG00000113159,3,2,6,2,0,1,2,2,3,7,8,9
ENSMUSG00000082604,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047415,4,0,0,0,2,1,0,0,2,0,0,0
ENSMUSG00000118530,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021182,61,76,68,149,19,78,60,76,62,102,116,77
ENSMUSG00000097160,0,0,0,0,0,0,2,0,0,0,0,0
ENSMUSG00000113634,2,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000080575,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114113,2,2,0,0,0,0,0,0,4,2,1,0
ENSMUSG00000041846,2061,2139,2057,2461,390,2111,3144,2895,2715,2854,2881,2305
ENSMUSG00000097121,15,27,32,32,2,17,31,23,18,29,28,21
ENSMUSG00000113817,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000092054,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098167,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113134,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113178,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064424,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047014,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000077058,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021187,5,0,0,13,0,4,1,2,2,1,2,7
ENSMUSG00000090152,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021186,0,5,1,4,1,0,10,13,8,9,5,5
ENSMUSG00000021188,398,451,396,616,84,465,534,477,542,704,655,457
ENSMUSG00000093758,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093437,0,0,0,0,0,0,0,2,0,1,0,0
ENSMUSG00000093579,7,12,11,12,1,10,11,6,4,15,18,2
ENSMUSG00000021189,495,633,515,704,119,604,763,755,688,793,850,644
ENSMUSG00000113902,1038,973,1494,1169,150,1318,1027,1071,507,771,655,598
ENSMUSG00000041781,1437,1760,1360,1372,184,1302,1767,1764,1578,1849,2149,1479
ENSMUSG00000090050,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041771,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105037,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064776,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044456,1367,1640,1055,1345,210,1208,1233,1320,1198,1842,1507,1143
ENSMUSG00000021190,1080,1097,1009,1220,160,1150,1117,1239,913,1343,1183,912
ENSMUSG00000113265,0,1,0,0,0,0,0,0,0,0,4,0
ENSMUSG00000021192,1709,1804,1624,1937,327,1695,2113,2153,2135,2671,2595,1825
ENSMUSG00000021194,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000057963,579,798,750,694,124,681,602,608,556,870,739,563
ENSMUSG00000102953,0,1,0,5,0,3,0,5,0,0,2,2
ENSMUSG00000095174,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096751,0,2,1,1,2,5,0,5,4,1,1,1
ENSMUSG00000089324,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098530,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100006,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041716,41,41,64,74,6,59,52,42,36,42,50,29
ENSMUSG00000096458,1,0,0,1,0,0,1,0,0,0,1,0
ENSMUSG00000046675,827,946,868,1197,167,1079,1265,1446,1110,1173,1231,891
ENSMUSG00000091931,139,148,114,139,17,120,202,154,172,161,160,114
ENSMUSG00000041712,649,741,658,844,139,705,746,750,625,811,844,595
ENSMUSG00000114106,0,0,0,0,0,0,1,0,1,0,0,0
ENSMUSG00000041702,524,590,489,1064,190,925,978,982,797,960,849,645
ENSMUSG00000113907,0,0,0,1,1,1,0,2,1,0,0,2
ENSMUSG00000113067,0,0,0,0,0,0,0,0,0,3,0,0
ENSMUSG00000114184,9,7,7,15,1,8,8,5,2,4,6,4
ENSMUSG00000043319,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021198,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105998,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113706,2,0,2,3,0,0,1,0,0,0,0,0
ENSMUSG00000098628,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041669,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096753,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100789,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021200,4,2,4,6,1,1,0,0,1,0,0,0
ENSMUSG00000090185,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000110677,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021203,207,193,235,96,19,134,262,254,195,406,309,295
ENSMUSG00000055271,9,3,2,3,1,2,5,8,2,11,2,7
ENSMUSG00000041645,2942,3534,3202,3443,516,2865,3337,3805,3359,4488,4687,3079
ENSMUSG00000113328,38,38,11,23,2,13,53,36,45,42,27,24
ENSMUSG00000064215,3462,3490,3659,3564,533,3177,3663,3578,2964,4350,4133,2738
ENSMUSG00000079017,1,3,6,13,0,6,1,2,2,2,5,2
ENSMUSG00000021208,718,907,880,780,121,968,858,1079,855,999,1229,795
ENSMUSG00000113383,0,0,0,0,0,0,2,0,0,0,0,0
ENSMUSG00000021209,197,249,183,354,54,226,263,330,330,268,368,208
ENSMUSG00000061947,3820,4868,4227,3483,538,2862,5398,5117,4551,6071,5464,4435
ENSMUSG00000101916,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000060807,163,125,156,248,30,230,105,115,90,108,153,106
ENSMUSG00000071179,0,1,0,0,0,0,0,0,5,0,0,0
ENSMUSG00000021081,0,1,0,1,0,3,0,0,1,0,0,1
ENSMUSG00000090478,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091355,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000071178,15279,14749,16174,20180,2832,20686,10542,11143,8438,12228,12627,9220
ENSMUSG00000090989,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000071177,3472,3102,3697,4853,662,4990,2217,2413,1750,2426,2703,1947
ENSMUSG00000090466,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090555,2132,2101,2689,2977,388,3177,1492,1463,981,1623,1509,1172
ENSMUSG00000091902,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000066366,4722,4026,6930,7317,761,8030,3375,3275,1666,3144,3006,2497
ENSMUSG00000091307,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000079015,3805,2993,6190,6079,614,6976,2668,2454,1124,2014,1975,1649
ENSMUSG00000086432,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000092040,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000072849,337,485,268,528,90,354,214,291,407,427,547,295
ENSMUSG00000063232,613,635,796,834,107,672,819,885,564,828,780,607
ENSMUSG00000093753,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000058260,18,15,20,103,5,137,17,38,39,34,24,25
ENSMUSG00000102694,0,0,6,0,0,0,2,0,1,1,0,1
ENSMUSG00000041567,28,46,64,30,4,48,106,49,58,104,64,76
ENSMUSG00000092075,11,10,14,12,0,16,5,8,8,10,9,9
ENSMUSG00000041550,28,54,58,37,7,44,77,50,53,85,72,66
ENSMUSG00000093356,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041536,0,0,0,0,0,1,3,3,3,1,1,0
ENSMUSG00000066364,2,0,0,0,0,1,0,1,0,0,1,0
ENSMUSG00000066361,253,232,811,584,38,647,280,224,62,192,202,190
ENSMUSG00000091573,82,164,128,76,21,93,155,143,146,172,190,163
ENSMUSG00000091553,49,23,79,73,5,62,44,19,14,40,34,30
ENSMUSG00000066363,3,1,1,4,0,0,1,3,2,1,0,1
ENSMUSG00000101862,3,1,2,1,0,0,0,2,0,1,1,1
ENSMUSG00000041481,1,5,0,1,0,1,4,3,1,3,4,0
ENSMUSG00000118588,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041449,4,2,2,1,0,1,2,1,0,1,0,1
ENSMUSG00000079014,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079013,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000058207,110117,119306,119219,125071,19745,128583,79398,89703,76663,102539,114213,79991
ENSMUSG00000079012,8555,7909,9351,10935,1588,11084,5266,5627,4396,6101,6840,4811
ENSMUSG00000091157,0,0,1,1,0,0,0,0,0,0,0,0
ENSMUSG00000021091,27397,22850,24345,28208,4213,24270,17868,17603,16918,22862,22482,15604
ENSMUSG00000077398,0,1,1,0,0,0,1,0,0,0,0,1
ENSMUSG00000021095,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114826,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112954,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041415,866,1239,850,1225,154,968,1122,1330,1252,1360,1527,944
ENSMUSG00000021097,435,745,517,472,59,535,856,917,802,1075,923,646
ENSMUSG00000021101,0,0,0,0,0,0,2,1,0,0,2,1
ENSMUSG00000100975,14,21,23,59,5,31,25,20,27,37,34,25
ENSMUSG00000054150,24,30,24,72,5,40,47,33,40,44,48,37
ENSMUSG00000113995,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000113125,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000113722,7,13,20,13,2,20,18,22,12,16,6,8
ENSMUSG00000088789,4,6,2,14,2,8,12,2,6,1,3,2
ENSMUSG00000106366,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021102,3179,3159,4131,4503,524,4094,4484,4237,3036,4233,3814,3026
ENSMUSG00000113051,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000060863,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000066359,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000701,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068940,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079007,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041359,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097929,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113314,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114181,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094910,2,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113535,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113479,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021070,0,5,0,0,1,2,2,0,1,0,1,0
ENSMUSG00000041347,1,1,0,3,0,0,0,2,0,1,1,1
ENSMUSG00000041341,1347,1529,1083,2122,309,1624,1925,1908,1700,2278,1990,1459
ENSMUSG00000087854,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044715,1207,1206,1303,781,112,879,1069,1113,890,1360,1117,911
ENSMUSG00000041323,6,13,18,5,2,2,38,37,20,34,18,22
ENSMUSG00000021111,7089,7598,7295,7431,1097,6729,10593,10448,9216,10585,10090,7698
ENSMUSG00000113537,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093331,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113835,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021115,355,380,273,267,40,277,288,300,292,432,400,298
ENSMUSG00000113427,0,0,0,0,0,0,2,1,0,0,0,1
ENSMUSG00000113390,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114149,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000077640,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091280,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000092066,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091762,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091442,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091887,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091583,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085820,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085801,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083861,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086319,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085120,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086037,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086060,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084871,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082362,0,0,1,4,0,0,1,0,0,0,1,0
ENSMUSG00000090607,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000113415,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000060375,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079359,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085641,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086975,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000048251,0,0,0,0,0,0,0,0,0,0,2,0
ENSMUSG00000056770,2573,2869,2642,2904,447,2657,3135,3359,2934,3710,3808,2680
ENSMUSG00000021258,141,183,72,106,13,113,118,95,118,132,137,88
ENSMUSG00000084883,7,9,8,14,0,9,9,3,7,7,9,1
ENSMUSG00000021260,15,7,17,31,3,41,7,5,15,7,11,11
ENSMUSG00000097847,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000021259,0,4,1,9,0,3,2,2,1,4,2,1
ENSMUSG00000058070,39,26,34,32,7,29,56,41,30,50,50,39
ENSMUSG00000082203,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097788,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021262,6,2,5,2,0,3,3,11,4,6,2,2
